9124,99.972
9124,99.972
18587,99.965
28051,99.957
37517,99.951
46984,99.944
56452,99.938
65918,99.933
75385,99.927
84853,99.922
94322,99.917
1.0379e+05,99.912
1.1326e+05,99.907
1.2273e+05,99.902
1.322e+05,99.898
1.4167e+05,99.894
1.5115e+05,99.889
1.6062e+05,99.885
1.7009e+05,99.881
1.7957e+05,99.877
1.8904e+05,99.873
1.9851e+05,99.869
2.0799e+05,99.865
2.1746e+05,99.862
2.2694e+05,99.858
2.3642e+05,99.854
2.4589e+05,99.851
2.5537e+05,99.847
2.6485e+05,99.844
2.7433e+05,99.84
2.8381e+05,99.837
2.9329e+05,99.834
3.0277e+05,99.831
3.1225e+05,99.827
3.2172e+05,99.824
3.312e+05,99.821
3.4069e+05,99.818
3.5017e+05,99.815
3.5965e+05,99.812
3.6914e+05,99.809
3.7862e+05,99.806
3.881e+05,99.803
3.9758e+05,99.8
4.0707e+05,99.797
4.1656e+05,99.794
4.2604e+05,99.792
4.3553e+05,99.789
4.4501e+05,99.786
4.545e+05,99.783
4.6398e+05,99.781
4.7347e+05,99.778
