0.002784,0.0027834,0.0027829,0.0027823,0.0027817,0.0027812,0.0027806,0.00278,0.0027795,0.0027789,0.0027784,0.0027778,0.0027772,0.0027767,0.0027761,0.0027756,0.0027751,0.0027745,0.0027739,0.0027734,0.0027728,0.0027723,0.0027718,0.0027712,0.0027707,0.0027701,0.0027696,0.0027691,0.0027685,0.002768,0.0027674,0.0027669,0.0027664,0.0027658,0.0027653,0.0027648,0.0027642,0.0027637,0.0027632,0.0027626,0.0027621,0.0027616,0.0027611,0.0027605,0.00276,0.0027595,0.002759,0.0027585,0.0027579,0.0027574
0.0020862,0.0020857,0.0020853,0.0020848,0.0020844,0.0020839,0.0020835,0.002083,0.0020826,0.0020821,0.0020817,0.0020813,0.0020808,0.0020804,0.0020799,0.0020795,0.0020791,0.0020786,0.0020782,0.0020777,0.0020773,0.0020769,0.0020764,0.002076,0.0020756,0.0020751,0.0020747,0.0020743,0.0020738,0.0020734,0.002073,0.0020726,0.0020722,0.0020717,0.0020713,0.0020709,0.0020705,0.00207,0.0020696,0.0020692,0.0020688,0.0020684,0.0020679,0.0020675,0.0020671,0.0020667,0.0020663,0.0020659,0.0020655,0.002065
0.0016071,0.0016068,0.0016064,0.0016061,0.0016057,0.0016054,0.001605,0.0016046,0.0016043,0.0016039,0.0016036,0.0016032,0.0016029,0.0016025,0.0016022,0.0016018,0.0016015,0.0016011,0.0016008,0.0016004,0.0016001,0.0015998,0.0015994,0.0015991,0.0015987,0.0015984,0.001598,0.0015977,0.0015973,0.001597,0.0015967,0.0015963,0.001596,0.0015957,0.0015953,0.001595,0.0015947,0.0015943,0.001594,0.0015936,0.0015933,0.001593,0.0015927,0.0015923,0.001592,0.0015917,0.0015913,0.001591,0.0015907,0.0015904
0.0012694,0.0012691,0.0012688,0.0012685,0.0012683,0.001268,0.0012677,0.0012674,0.0012671,0.0012669,0.0012666,0.0012663,0.001266,0.0012658,0.0012655,0.0012652,0.001265,0.0012647,0.0012644,0.0012641,0.0012639,0.0012636,0.0012633,0.001263,0.0012628,0.0012625,0.0012622,0.001262,0.0012617,0.0012614,0.0012612,0.0012609,0.0012606,0.0012604,0.0012601,0.0012599,0.0012596,0.0012593,0.0012591,0.0012588,0.0012585,0.0012583,0.001258,0.0012578,0.0012575,0.0012572,0.001257,0.0012567,0.0012565,0.0012562
0.001021,0.0010207,0.0010205,0.0010203,0.0010201,0.0010199,0.0010197,0.0010194,0.0010192,0.001019,0.0010188,0.0010186,0.0010184,0.0010182,0.001018,0.0010178,0.0010176,0.0010173,0.0010171,0.0010169,0.0010167,0.0010165,0.0010163,0.0010161,0.0010159,0.0010157,0.0010155,0.0010153,0.0010151,0.0010149,0.0010147,0.0010145,0.0010143,0.0010141,0.0010138,0.0010136,0.0010134,0.0010132,0.001013,0.0010128,0.0010126,0.0010124,0.0010122,0.0010121,0.0010119,0.0010117,0.0010115,0.0010113,0.0010111,0.0010109
0.00082941,0.00082925,0.00082909,0.00082893,0.00082877,0.00082862,0.00082846,0.0008283,0.00082814,0.00082799,0.00082783,0.00082768,0.00082752,0.00082737,0.00082721,0.00082706,0.00082691,0.00082675,0.0008266,0.00082645,0.00082629,0.00082614,0.00082599,0.00082584,0.00082569,0.00082554,0.00082539,0.00082524,0.00082509,0.00082494,0.00082479,0.00082464,0.00082449,0.00082435,0.0008242,0.00082405,0.00082391,0.00082376,0.00082361,0.00082347,0.00082332,0.00082318,0.00082303,0.00082289,0.00082275,0.0008226,0.00082246,0.00082232,0.00082217,0.00082203
0.00067835,0.00067824,0.00067812,0.00067801,0.0006779,0.00067779,0.00067767,0.00067756,0.00067745,0.00067734,0.00067723,0.00067712,0.00067701,0.0006769,0.00067679,0.00067668,0.00067656,0.00067646,0.00067635,0.00067624,0.00067613,0.00067602,0.00067591,0.00067581,0.0006757,0.00067559,0.00067548,0.00067538,0.00067527,0.00067517,0.00067506,0.00067495,0.00067485,0.00067474,0.00067464,0.00067453,0.00067443,0.00067432,0.00067422,0.00067412,0.00067401,0.00067391,0.0006738,0.0006737,0.0006736,0.0006735,0.00067339,0.00067329,0.00067319,0.00067309
0.0005556,0.00055552,0.00055545,0.00055537,0.00055529,0.00055522,0.00055514,0.00055507,0.00055499,0.00055492,0.00055484,0.00055476,0.00055469,0.00055462,0.00055454,0.00055447,0.00055439,0.00055431,0.00055425,0.00055417,0.0005541,0.00055402,0.00055395,0.00055388,0.00055381,0.00055373,0.00055366,0.00055358,0.00055352,0.00055345,0.00055338,0.0005533,0.00055323,0.00055315,0.00055308,0.00055301,0.00055294,0.00055287,0.0005528,0.00055274,0.00055266,0.00055259,0.00055252,0.00055245,0.00055239,0.00055232,0.00055225,0.00055218,0.00055211,0.00055204
0.00045633,0.00045628,0.00045623,0.00045618,0.00045613,0.00045608,0.00045603,0.00045599,0.00045594,0.00045589,0.00045584,0.00045579,0.00045575,0.0004557,0.00045565,0.0004556,0.00045555,0.0004555,0.00045546,0.00045541,0.00045537,0.00045531,0.00045527,0.00045523,0.00045518,0.00045513,0.00045508,0.00045503,0.000455,0.00045495,0.0004549,0.00045485,0.00045481,0.00045476,0.00045472,0.00045467,0.00045463,0.00045458,0.00045453,0.0004545,0.00045445,0.0004544,0.00045436,0.00045431,0.00045427,0.00045423,0.00045418,0.00045414,0.00045409,0.00045405
0.00035914,0.00035911,0.00035908,0.00035905,0.00035902,0.00035899,0.00035895,0.00035892,0.00035889,0.00035886,0.00035883,0.0003588,0.00035877,0.00035874,0.00035871,0.00035868,0.00035865,0.00035862,0.00035859,0.00035856,0.00035854,0.0003585,0.00035847,0.00035845,0.00035842,0.00035839,0.00035836,0.00035833,0.0003583,0.00035827,0.00035825,0.00035821,0.00035818,0.00035815,0.00035813,0.0003581,0.00035807,0.00035804,0.00035801,0.00035799,0.00035796,0.00035793,0.0003579,0.00035788,0.00035785,0.00035782,0.0003578,0.00035777,0.00035774,0.00035772
0.00026705,0.00026703,0.00026702,0.000267,0.00026698,0.00026697,0.00026695,0.00026693,0.00026692,0.0002669,0.00026689,0.00026687,0.00026685,0.00026684,0.00026682,0.00026681,0.00026679,0.00026677,0.00026676,0.00026674,0.00026673,0.00026671,0.00026669,0.00026668,0.00026667,0.00026665,0.00026663,0.00026662,0.00026661,0.00026659,0.00026658,0.00026656,0.00026654,0.00026653,0.00026651,0.0002665,0.00026648,0.00026647,0.00026645,0.00026644,0.00026643,0.00026641,0.0002664,0.00026638,0.00026637,0.00026635,0.00026634,0.00026632,0.00026631,0.0002663
0.0001805,0.0001805,0.0001805,0.00018049,0.00018049,0.00018049,0.00018048,0.00018048,0.00018047,0.00018047,0.00018047,0.00018046,0.00018046,0.00018046,0.00018045,0.00018045,0.00018045,0.00018044,0.00018044,0.00018044,0.00018043,0.00018043,0.00018043,0.00018042,0.00018042,0.00018042,0.00018041,0.00018041,0.00018041,0.00018041,0.0001804,0.0001804,0.0001804,0.00018039,0.00018039,0.00018039,0.00018038,0.00018038,0.00018038,0.00018038,0.00018037,0.00018037,0.00018037,0.00018036,0.00018036,0.00018036,0.00018036,0.00018035,0.00018035,0.00018035
0.00012402,0.00012402,0.00012403,0.00012403,0.00012403,0.00012404,0.00012404,0.00012405,0.00012405,0.00012406,0.00012406,0.00012407,0.00012407,0.00012407,0.00012408,0.00012408,0.00012409,0.00012409,0.00012409,0.0001241,0.0001241,0.00012411,0.00012411,0.00012412,0.00012412,0.00012413,0.00012413,0.00012414,0.00012414,0.00012414,0.00012415,0.00012415,0.00012416,0.00012416,0.00012417,0.00012417,0.00012418,0.00012418,0.00012418,0.00012419,0.00012419,0.0001242,0.0001242,0.00012421,0.00012421,0.00012422,0.00012422,0.00012423,0.00012423,0.00012424
0.00010577,0.00010578,0.00010579,0.0001058,0.0001058,0.00010581,0.00010582,0.00010582,0.00010583,0.00010584,0.00010585,0.00010585,0.00010586,0.00010587,0.00010588,0.00010588,0.00010589,0.0001059,0.0001059,0.00010591,0.00010592,0.00010593,0.00010594,0.00010594,0.00010595,0.00010596,0.00010596,0.00010597,0.00010598,0.00010599,0.00010599,0.000106,0.00010601,0.00010602,0.00010602,0.00010603,0.00010604,0.00010605,0.00010605,0.00010606,0.00010607,0.00010608,0.00010608,0.00010609,0.0001061,0.0001061,0.00010611,0.00010612,0.00010613,0.00010613
0.00010688,0.00010689,0.0001069,0.00010691,0.00010692,0.00010693,0.00010694,0.00010694,0.00010695,0.00010696,0.00010697,0.00010698,0.00010699,0.000107,0.000107,0.00010701,0.00010702,0.00010703,0.00010704,0.00010705,0.00010706,0.00010707,0.00010708,0.00010708,0.00010709,0.0001071,0.00010711,0.00010712,0.00010713,0.00010713,0.00010714,0.00010715,0.00010716,0.00010717,0.00010718,0.00010719,0.0001072,0.00010721,0.00010721,0.00010722,0.00010723,0.00010724,0.00010725,0.00010726,0.00010727,0.00010728,0.00010728,0.00010729,0.0001073,0.00010731
0.00011819,0.0001182,0.00011821,0.00011822,0.00011823,0.00011824,0.00011825,0.00011825,0.00011826,0.00011827,0.00011828,0.00011829,0.0001183,0.00011831,0.00011832,0.00011833,0.00011834,0.00011835,0.00011836,0.00011837,0.00011838,0.00011839,0.0001184,0.00011841,0.00011842,0.00011843,0.00011844,0.00011845,0.00011846,0.00011847,0.00011848,0.00011849,0.0001185,0.00011851,0.00011852,0.00011852,0.00011853,0.00011854,0.00011855,0.00011856,0.00011857,0.00011858,0.00011859,0.0001186,0.00011861,0.00011862,0.00011863,0.00011864,0.00011865,0.00011866
0.00013786,0.00013787,0.00013788,0.0001379,0.00013791,0.00013792,0.00013793,0.00013794,0.00013795,0.00013796,0.00013797,0.00013798,0.00013799,0.000138,0.00013801,0.00013802,0.00013803,0.00013804,0.00013805,0.00013806,0.00013808,0.00013809,0.0001381,0.00013811,0.00013812,0.00013813,0.00013814,0.00013815,0.00013816,0.00013817,0.00013818,0.00013819,0.0001382,0.00013821,0.00013823,0.00013824,0.00013825,0.00013826,0.00013827,0.00013828,0.00013829,0.0001383,0.00013831,0.00013832,0.00013833,0.00013834,0.00013835,0.00013836,0.00013838,0.00013839
0.00016688,0.0001669,0.00016691,0.00016692,0.00016693,0.00016694,0.00016696,0.00016697,0.00016698,0.00016699,0.000167,0.00016702,0.00016703,0.00016704,0.00016705,0.00016706,0.00016708,0.00016709,0.0001671,0.00016711,0.00016712,0.00016714,0.00016715,0.00016716,0.00016717,0.00016718,0.0001672,0.00016721,0.00016722,0.00016723,0.00016725,0.00016726,0.00016727,0.00016728,0.00016729,0.00016731,0.00016732,0.00016733,0.00016734,0.00016735,0.00016737,0.00016738,0.00016739,0.0001674,0.00016742,0.00016743,0.00016744,0.00016745,0.00016746,0.00016748
